sip_uuid,created_year,year_source,am_status,size_bytes,current_path
8746e867-8d9c-4e3a-9e54-acc600b94379,2025,stored_date,UPLOADED,1142686,8746/e867/8d9c/4e3a/9e54/acc6/00b9/4379/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.16.0202.00001_transfer-8746e867-8d9c-4e3a-9e54-acc600b94379.7z
b165acf7-1922-4f99-ba35-f4b600e6955e,2025,stored_date,UPLOADED,28124791,b165/acf7/1922/4f99/ba35/f4b6/00e6/955e/a5efb5d1-0484-429c-95a5-15c12ff40ca0_M123.03.0084.0003.00005_test_transfer-b165acf7-1922-4f99-ba35-f4b600e6955e.7z
2b2f0e87-3120-472b-9e01-14624d25426a,2025,stored_date,UPLOADED,36632946,2b2f/0e87/3120/472b/9e01/1462/4d25/426a/a5efb5d1-0484-429c-95a5-15c12ff40ca0_M456.02.0005.0017_test_transfer-2b2f0e87-3120-472b-9e01-14624d25426a.7z
1a13bdcb-eca0-4d2b-a9e5-d2cb74116f74,2025,stored_date,UPLOADED,1657117890,1a13/bdcb/eca0/4d2b/a9e5/d2cb/7411/6f74/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0003_transfer-1a13bdcb-eca0-4d2b-a9e5-d2cb74116f74.7z
ce38c776-bdc3-4c65-9fb1-382e729967b8,2025,stored_date,UPLOADED,1657116410,ce38/c776/bdc3/4c65/9fb1/382e/7299/67b8/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0003_transfer-ce38c776-bdc3-4c65-9fb1-382e729967b8.7z
3e0b0cee-04d3-43a7-b814-74d3a3cb2101,2025,stored_date,UPLOADED,106209519,3e0b/0cee/04d3/43a7/b814/74d3/a3cb/2101/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0040_transfer-3e0b0cee-04d3-43a7-b814-74d3a3cb2101.7z
7461789c-a4b2-42f1-ac73-55f1c0a5a4d8,2025,stored_date,UPLOADED,544563069,7461/789c/a4b2/42f1/ac73/55f1/c0a5/a4d8/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0050_transfer-7461789c-a4b2-42f1-ac73-55f1c0a5a4d8.7z
f2336200-a7ad-4ed5-9866-fee61043c2a5,2025,stored_date,UPLOADED,858962463,f233/6200/a7ad/4ed5/9866/fee6/1043/c2a5/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0065_transfer-f2336200-a7ad-4ed5-9866-fee61043c2a5.7z
a03e2996-6877-4428-80a5-26ecd7a7382d,2025,stored_date,UPLOADED,1766506686,a03e/2996/6877/4428/80a5/26ec/d7a7/382d/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0110_transfer-a03e2996-6877-4428-80a5-26ecd7a7382d.7z
4071ad69-67de-43a4-a37f-ee37a7c338b8,2025,stored_date,UPLOADED,1766509015,4071/ad69/67de/43a4/a37f/ee37/a7c3/38b8/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0110_transfer-4071ad69-67de-43a4-a37f-ee37a7c338b8.7z
