sip_uuid,created_year,current_path,http_status,ok,message
dd10c9e6-82f9-4c35-a9ec-dcaa43efef92,2021,dd10/c9e6/82f9/4c35/a9ec/dcaa/43ef/ef92/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0097.0001_transfer-dd10c9e6-82f9-4c35-a9ec-dcaa43efef92.7z,202,true,Delete request created successfully.
8ab506c4-615d-4009-80d8-55bd07eb992c,2021,8ab5/06c4/615d/4009/80d8/55bd/07eb/992c/b3d37f84-82b7-4f0c-8bd6-b5f8cc190d7e_B416.01.00001_transfer-8ab506c4-615d-4009-80d8-55bd07eb992c.7z,202,true,Delete request created successfully.
8974ac1f-c84f-4970-ac94-e747a796ae10,2021,8974/ac1f/c84f/4970/ac94/e747/a796/ae10/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0097.0001_transfer-8974ac1f-c84f-4970-ac94-e747a796ae10.7z,202,true,Delete request created successfully.
3a13c9b9-941e-4468-b802-b22aae69ee02,2021,3a13/c9b9/941e/4468/b802/b22a/ae69/ee02/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0097.0001_transfer-3a13c9b9-941e-4468-b802-b22aae69ee02.7z,202,true,Delete request created successfully.
9a40eb53-e51a-46b9-94ba-bf23690e4291,2021,9a40/eb53/e51a/46b9/94ba/bf23/690e/4291/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0097.0001_transfer-9a40eb53-e51a-46b9-94ba-bf23690e4291.7z,202,true,Delete request created successfully.
faac4f54-254c-425c-9762-96297fefe3e3,2021,faac/4f54/254c/425c/9762/9629/7fef/e3e3/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0097.0001_transfer-faac4f54-254c-425c-9762-96297fefe3e3.7z,202,true,Delete request created successfully.
f1959cfc-efc4-4711-854b-04800ea161a1,2021,f195/9cfc/efc4/4711/854b/0480/0ea1/61a1/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0097.0001_transfer-f1959cfc-efc4-4711-854b-04800ea161a1.7z,202,true,Delete request created successfully.
dbce22d7-6be0-4e49-a56d-16b948e509bb,2021,dbce/22d7/6be0/4e49/a56d/16b9/48e5/09bb/b68a0bbf-0cf8-4b4c-95e2-307306c1cbe1_D115.0001.00001_transfer-dbce22d7-6be0-4e49-a56d-16b948e509bb.7z,202,true,Delete request created successfully.
b8f148de-57ae-4a0c-b351-106ff6cdd643,2021,b8f1/48de/57ae/4a0c/b351/106f/f6cd/d643/b68a0bbf-0cf8-4b4c-95e2-307306c1cbe1_D115.0001.00001_transfer-b8f148de-57ae-4a0c-b351-106ff6cdd643.7z,202,true,Delete request created successfully.
d18a90c6-0514-4682-833c-3bb5b7087524,2021,d18a/90c6/0514/4682/833c/3bb5/b708/7524/b68a0bbf-0cf8-4b4c-95e2-307306c1cbe1_D115.0001.00001_transfer-d18a90c6-0514-4682-833c-3bb5b7087524.7z,202,true,Delete request created successfully.
fa607551-e990-457e-a6a8-9e4c71f1c4bb,2021,fa60/7551/e990/457e/a6a8/9e4c/71f1/c4bb/b68a0bbf-0cf8-4b4c-95e2-307306c1cbe1_D115.0001.00001_transfer-fa607551-e990-457e-a6a8-9e4c71f1c4bb.7z,202,true,Delete request created successfully.
16bc5ca8-6a7d-4d69-a2ba-6e8218f614dc,2021,16bc/5ca8/6a7d/4d69/a2ba/6e82/18f6/14dc/b68a0bbf-0cf8-4b4c-95e2-307306c1cbe1_D115.0001.00001_transfer-16bc5ca8-6a7d-4d69-a2ba-6e8218f614dc.7z,202,true,Delete request created successfully.
