sip_uuid,created_year,current_path,http_status,ok,message
32b1f629-2245-4acb-ab5a-e79d54a70afd,2022,32b1/f629/2245/4acb/ab5a/e79d/54a7/0afd/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0098.0012.00003_transfer-32b1f629-2245-4acb-ab5a-e79d54a70afd.7z,202,true,Delete request created successfully.
4722b007-504a-44c5-8f94-859c2a5218ed,2022,4722/b007/504a/44c5/8f94/859c/2a52/18ed/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-4722b007-504a-44c5-8f94-859c2a5218ed.7z,202,true,Delete request created successfully.
a82d4534-c884-4d0b-bfbb-123bcbf06b18,2022,a82d/4534/c884/4d0b/bfbb/123b/cbf0/6b18/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-a82d4534-c884-4d0b-bfbb-123bcbf06b18.7z,202,true,Delete request created successfully.
85f26025-174d-43da-b585-3d382c3a2b44,2022,85f2/6025/174d/43da/b585/3d38/2c3a/2b44/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-85f26025-174d-43da-b585-3d382c3a2b44.7z,202,true,Delete request created successfully.
aaedb545-fba8-42be-b6d8-405109898cf4,2022,aaed/b545/fba8/42be/b6d8/4051/0989/8cf4/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-aaedb545-fba8-42be-b6d8-405109898cf4.7z,202,true,Delete request created successfully.
ec7d9606-7b8b-4aa3-988c-5f82a84e8c24,2022,ec7d/9606/7b8b/4aa3/988c/5f82/a84e/8c24/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-ec7d9606-7b8b-4aa3-988c-5f82a84e8c24.7z,202,true,Delete request created successfully.
352c1d98-d2d8-429b-87b2-d21e1bb5c823,2022,352c/1d98/d2d8/429b/87b2/d21e/1bb5/c823/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-352c1d98-d2d8-429b-87b2-d21e1bb5c823.7z,202,true,Delete request created successfully.
f94c7dc7-81a5-4aa6-8031-b400de2173f4,2022,f94c/7dc7/81a5/4aa6/8031/b400/de21/73f4/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-f94c7dc7-81a5-4aa6-8031-b400de2173f4.7z,202,true,Delete request created successfully.
38ac79a5-5e67-419d-b6ca-1e11f14de0d3,2022,38ac/79a5/5e67/419d/b6ca/1e11/f14d/e0d3/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-38ac79a5-5e67-419d-b6ca-1e11f14de0d3.7z,202,true,Delete request created successfully.
433af75b-ee41-4d33-8d7d-0a583533fb93,2022,433a/f75b/ee41/4d33/8d7d/0a58/3533/fb93/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-433af75b-ee41-4d33-8d7d-0a583533fb93.7z,202,true,Delete request created successfully.
