sip_uuid,created_year,current_path,http_status,ok,message
3a7b93c4-8bdb-41a4-9801-54ec96471db1,2022,3a7b/93c4/8bdb/41a4/9801/54ec/9647/1db1/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-3a7b93c4-8bdb-41a4-9801-54ec96471db1.7z,202,true,Delete request created successfully.
7684271e-8049-4529-be0d-7068860d45c7,2022,7684/271e/8049/4529/be0d/7068/860d/45c7/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-7684271e-8049-4529-be0d-7068860d45c7.7z,202,true,Delete request created successfully.
5389207c-1457-41df-9001-cd4528098fb1,2022,5389/207c/1457/41df/9001/cd45/2809/8fb1/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-5389207c-1457-41df-9001-cd4528098fb1.7z,202,true,Delete request created successfully.
55d0e757-3dc8-4141-8f3d-d544dd8b4512,2022,55d0/e757/3dc8/4141/8f3d/d544/dd8b/4512/17246c64-6344-44a9-a903-057524b3ec2e_M123.02.0395.0031.00001_transfer-55d0e757-3dc8-4141-8f3d-d544dd8b4512.7z,202,true,Delete request created successfully.
1befd1e3-e401-48f2-911c-3f8c6dc4dba7,2022,1bef/d1e3/e401/48f2/911c/3f8c/6dc4/dba7/17246c64-6344-44a9-a903-057524b3ec2e_M123.02.0395.0031.00001_transfer-1befd1e3-e401-48f2-911c-3f8c6dc4dba7.7z,202,true,Delete request created successfully.
2bad3f97-5d12-4079-912e-b0d62585ebe9,2022,2bad/3f97/5d12/4079/912e/b0d6/2585/ebe9/45a3e004-133a-4508-911d-6c93139cdb75_B106.03.0015.0001.00001_transfer-2bad3f97-5d12-4079-912e-b0d62585ebe9.7z,202,true,Delete request created successfully.
f6e7cee3-462b-44d2-a00d-4ccd35923c0c,2022,f6e7/cee3/462b/44d2/a00d/4ccd/3592/3c0c/5e5cc067-dc7c-422f-aa4c-ffe08d25ae62_D009.20.0007.0024.00001_transfer-f6e7cee3-462b-44d2-a00d-4ccd35923c0c.7z,202,true,Delete request created successfully.
6f131299-de04-443d-8594-d6d01012124a,2022,6f13/1299/de04/443d/8594/d6d0/1012/124a/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0097.0008_transfer-6f131299-de04-443d-8594-d6d01012124a.7z,202,true,Delete request created successfully.
9669903c-4922-434a-a2e0-ba69558e942d,2022,9669/903c/4922/434a/a2e0/ba69/558e/942d/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.16.0202.00001_transfer-9669903c-4922-434a-a2e0-ba69558e942d.7z,202,true,Delete request created successfully.
e94dc866-e7cd-4dca-b5a9-3bb42eaf4685,2022,e94d/c866/e7cd/4dca/b5a9/3bb4/2eaf/4685/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.16.0202.00001_transfer-e94dc866-e7cd-4dca-b5a9-3bb42eaf4685.7z,202,true,Delete request created successfully.
824a27de-5c33-490d-8118-285c2b23e8b9,2022,824a/27de/5c33/490d/8118/285c/2b23/e8b9/6ac1df78-ed58-4101-992b-352ece2759fe_whs-c035_transfer-824a27de-5c33-490d-8118-285c2b23e8b9.7z,202,true,Delete request created successfully.
ea504758-060a-4952-8df8-3719472a2a2f,2022,ea50/4758/060a/4952/8df8/3719/472a/2a2f/5e5cc067-dc7c-422f-aa4c-ffe08d25ae62_D009.21.0007.0032.00001_transfer-ea504758-060a-4952-8df8-3719472a2a2f.7z,202,true,Delete request created successfully.
