sip_uuid,created_year,current_path,http_status,ok,message
efcc3400-4cb9-4a79-9b1f-d36bf7a092fe,2023,efcc/3400/4cb9/4a79/9b1f/d36b/f7a0/92fe/a5efb5d1-0484-429c-95a5-15c12ff40ca0_D044.01.0002.00001_transfer-efcc3400-4cb9-4a79-9b1f-d36bf7a092fe.7z,202,true,Delete request created successfully.
9d436f11-8164-4803-bce5-ed4a8666951a,2023,9d43/6f11/8164/4803/bce5/ed4a/8666/951a/66266aca-3403-49b5-bae6-ac30dc3fe5eb_D044.01.0002.00001_transfer-9d436f11-8164-4803-bce5-ed4a8666951a.7z,202,true,Delete request created successfully.
216142ef-e66a-4c94-a863-9563cb923d25,2023,2161/42ef/e66a/4c94/a863/9563/cb92/3d25/66266aca-3403-49b5-bae6-ac30dc3fe5eb_D044.01.0002.00001_transfer-216142ef-e66a-4c94-a863-9563cb923d25.7z,202,true,Delete request created successfully.
a0254bad-9426-4ef6-a4bb-861c1cd3e52d,2023,a025/4bad/9426/4ef6/a4bb/861c/1cd3/e52d/66266aca-3403-49b5-bae6-ac30dc3fe5eb_M123.03.0084.0003.00003_transfer-a0254bad-9426-4ef6-a4bb-861c1cd3e52d.7z,202,true,Delete request created successfully.
e564cf11-2eff-4f64-b0c6-b131d29bfdaa,2023,e564/cf11/2eff/4f64/b0c6/b131/d29b/fdaa/66266aca-3403-49b5-bae6-ac30dc3fe5eb_M123.03.0084.0003.00003_transfer-e564cf11-2eff-4f64-b0c6-b131d29bfdaa.7z,202,true,Delete request created successfully.
b28ea1ce-6e0f-4cc6-ac07-48aabd69fabc,2023,b28e/a1ce/6e0f/4cc6/ac07/48aa/bd69/fabc/66266aca-3403-49b5-bae6-ac30dc3fe5eb_B002.01.0098.0100_transfer-b28ea1ce-6e0f-4cc6-ac07-48aabd69fabc.7z,202,true,Delete request created successfully.
6f38535b-04fe-4b9c-b9ae-37e47573167a,2023,6f38/535b/04fe/4b9c/b9ae/37e4/7573/167a/66266aca-3403-49b5-bae6-ac30dc3fe5eb_M123.03.0084.0003.00005_transfer-6f38535b-04fe-4b9c-b9ae-37e47573167a.7z,202,true,Delete request created successfully.
9022ac43-a85e-4231-92ac-5383e067f7bb,2023,9022/ac43/a85e/4231/92ac/5383/e067/f7bb/66266aca-3403-49b5-bae6-ac30dc3fe5eb_M123.03.0084.0003.00005_transfer-9022ac43-a85e-4231-92ac-5383e067f7bb.7z,202,true,Delete request created successfully.
8967f6b2-ae98-4ce2-a0fb-8e603cf8691b,2023,8967/f6b2/ae98/4ce2/a0fb/8e60/3cf8/691b/66266aca-3403-49b5-bae6-ac30dc3fe5eb_M123.03.0084.0003.00004_transfer-8967f6b2-ae98-4ce2-a0fb-8e603cf8691b.7z,202,true,Delete request created successfully.
9cd68d68-41a6-47e6-acd5-b9528f61ba4f,2023,9cd6/8d68/41a6/47e6/acd5/b952/8f61/ba4f/66266aca-3403-49b5-bae6-ac30dc3fe5eb_M123.03.0084.0003.00005_transfer-9cd68d68-41a6-47e6-acd5-b9528f61ba4f.7z,202,true,Delete request created successfully.
b800ea38-37ec-4c78-8941-68224ecc9fff,2023,b800/ea38/37ec/4c78/8941/6822/4ecc/9fff/66266aca-3403-49b5-bae6-ac30dc3fe5eb_M123.03.0084.0003.00004_transfer-b800ea38-37ec-4c78-8941-68224ecc9fff.7z,202,true,Delete request created successfully.
d9a708e0-7331-47e6-8b5e-2c60e442ecdd,2023,d9a7/08e0/7331/47e6/8b5e/2c60/e442/ecdd/66266aca-3403-49b5-bae6-ac30dc3fe5eb_M123.03.0084.0003.00005_transfer-d9a708e0-7331-47e6-8b5e-2c60e442ecdd.7z,202,true,Delete request created successfully.
e6289b6b-3cc1-4cbb-b873-0907b525dbb2,2023,e628/9b6b/3cc1/4cbb/b873/0907/b525/dbb2/6ac1df78-ed58-4101-992b-352ece2759fe_naropa_bye_shakespeare_class02_part02_transfer-e6289b6b-3cc1-4cbb-b873-0907b525dbb2.7z,202,true,Delete request created successfully.
0ac72987-016a-49b4-984b-85e3581040b4,2023,0ac7/2987/016a/49b4/984b/85e3/5810/40b4/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0101.0011_transfer-0ac72987-016a-49b4-984b-85e3581040b4.7z,202,true,Delete request created successfully.
c8494ece-3adc-49b0-a4c6-fd163f7fcee8,2023,c849/4ece/3adc/49b0/a4c6/fd16/3f7f/cee8/6ac1df78-ed58-4101-992b-352ece2759fe_csuhogan_transfer-c8494ece-3adc-49b0-a4c6-fd163f7fcee8.7z,202,true,Delete request created successfully.
fa1c13dc-4e97-4703-9e24-1fa6c79f3fba,2023,fa1c/13dc/4e97/4703/9e24/1fa6/c79f/3fba/5e5cc067-dc7c-422f-aa4c-ffe08d25ae62_D009.02.00026_transfer-fa1c13dc-4e97-4703-9e24-1fa6c79f3fba.7z,202,true,Delete request created successfully.
